weapons.nurs.SNEB_TYPE253_F1B,10000
weapons.missiles.P_24T,10000
weapons.missiles.AGM_154,10000
weapons.nurs.HYDRA_70_M151_M433,10000
weapons.bombs.British_GP_250LB_Bomb_Mk5,10000
weapons.bombs.FAB-500M54,10000
weapons.bombs.GBU_38,10000
weapons.containers.F-15E_AXQ-14_DATALINK,10000
weapons.bombs.BEER_BOMB,10000
weapons.containers.LANTIRN,10000
weapons.nurs.C_8CM_GN,10000
weapons.bombs.FAB-500SL,10000
weapons.nurs.C_13,10000
weapons.bombs.British_MC_250LB_Bomb_Mk1,10000
weapons.droptanks.Spitfire_tank_1,10000
weapons.missiles.AGM_65G,10000
weapons.missiles.AGM_65A,10000
weapons.missiles.AGM_78B,10000
weapons.nurs.HYDRA_70_M259,10000
weapons.missiles.AGM_84E,10000
weapons.bombs.AN_M30A1,10000
weapons.nurs.C_25,10000
weapons.containers.AV8BNA_ALQ164,10000
weapons.missiles.P_60,10002
weapons.bombs.OH58D_Red_Smoke_Grenade,10000
weapons.bombs.FAB_1500,10000
weapons.droptanks.FuelTank_350L,10000
0,226
weapons.containers.leftSeat,10000
weapons.missiles.Kormoran,10000
weapons.droptanks.HB_F14_EXT_DROPTANK_EMPTY,10000
weapons.missiles.KD_63B,10000
weapons.droptanks.FuelTank_150L,10000
weapons.missiles.Rb 15F (for A.I.),10000
weapons.missiles.RB75T,10000
weapons.missiles.Vikhr_M,10000
weapons.nurs.FFAR M156 WP,10000
weapons.nurs.British_HE_60LBSAPNo2_3INCHNo1,10000
weapons.missiles.DWS39_MJ2,10000
weapons.bombs.HEBOMBD,10000
weapons.missiles.CATM_9M,10000
weapons.nurs.HYDRA_70_MK1,10000
weapons.droptanks.Drop_Tank_300_Liter,10000
weapons.missiles.AGM_154A,10000
weapons.bombs.Mk_84AIR_TP,10000
weapons.bombs.GBU_31_V_3B,10000
weapons.nurs.C_8CM_WH,10000
weapons.missiles.Matra Super 530D,10000
weapons.nurs.ARF8M3TPSM,10000
weapons.missiles.TGM_65H,10000
weapons.bombs.Type_200A,10000
weapons.nurs.M8rocket,10000
weapons.bombs.GBU_27,10000
weapons.missiles.AGR_20A,10000
weapons.droptanks.M2KC_RPL_522_EMPTY,10000
weapons.bombs.SC_500_J,10000
weapons.droptanks.F4U-1D_Drop_Tank_Aux,10000
weapons.missiles.AGM_84A,10000
weapons.missiles.P_33E,10000
weapons.missiles.Ataka_9M120,10000
weapons.bombs.MK76,10000
weapons.bombs.AB_250_2_SD_2,10000
weapons.missiles.Rb 05A,10000
weapons.missiles.HB-AIM-7E-2,10000
weapons.missiles.AGM_78A,10000
weapons.bombs.FAB_100SV,10000
weapons.bombs.BetAB_500,10000
weapons.droptanks.M2KC_02_RPL541_EMPTY,10000
weapons.droptanks.PTB600_MIG15,10000
weapons.missiles.Rb 24J,10000
weapons.nurs.C_8CM_BU,10000
weapons.nurs.SNEB_TYPE259E_F1B,10000
weapons.missiles.LS_6,10000
weapons.nurs.WGr21,10000
weapons.bombs.SAMP250HD,10000
weapons.containers.alq-184long,10000
weapons.droptanks.HB_F-4E_EXT_WingTank_R_EMPTY,10000
weapons.nurs.SNEB_TYPE259E_H1,10000
weapons.bombs.British_SAP_250LB_Bomb_Mk5,10000
weapons.bombs.SAB_250_200,10000
weapons.bombs.Mk_83CT,10000
weapons.droptanks.DFT_400_GAL_A4E,10000
weapons.missiles.AT_6,10000
weapons.containers.HB_ALE_40_0_120,10000
weapons.nurs.SNEB_TYPE254_H1_GREEN,10000
weapons.nurs.SNEB_TYPE250_F1B,10000
weapons.containers.U22A,10000
weapons.containers.kg600,10000
weapons.containers.AAQ-28_LITENING,10000
weapons.droptanks.FW-190_Fuel-Tank,10000
weapons.missiles.X_58,10000
weapons.containers.HB_ALE_40_0_0,10000
weapons.containers.Fantasm,10000
weapons.missiles.BK90_MJ1_MJ2,10000
weapons.nurs.FFAR_Mk61,10000
weapons.bombs.GBU_24,10000
weapons.containers.BRD-4-250,10000
weapons.bombs.HB_F4E_GBU15V1,10000
weapons.bombs.SC_50,10000
weapons.bombs.AN_M66,10000
weapons.missiles.AIM-7MH,10000
weapons.containers.HB_F14_EXT_AN_APQ-167,10000
weapons.containers.MB339_TravelPod,10000
weapons.bombs.GBU_12,10000
weapons.bombs.SC_250_T3_J,10000
weapons.bombs.RBK_250,10000
weapons.missiles.X_35,10000
weapons.bombs.AGM_62_I,10000
weapons.bombs.MK106,10000
weapons.containers.ETHER,10000
weapons.bombs.BETAB-500S,10000
weapons.droptanks.F4U-1D_Drop_Tank_Mk5,10000
weapons.containers.TANGAZH,10000
weapons.bombs.British_MC_500LB_Bomb_Mk2,10000
weapons.containers.ANAWW_13,10000
weapons.droptanks.droptank_108_gal,10000
weapons.droptanks.DFT_300_GAL_A4E_LR,10000
weapons.containers.{US_M10_SMOKE_TANK_BLUE},10000
weapons.missiles.GAR-8,10000
weapons.containers.{EclairM_33},10000
weapons.bombs.BR_250,10000
weapons.bombs.IAB-500,10000
weapons.bombs.LYSBOMB 11086,10000
weapons.containers.AN_ASQ_228,10000
weapons.missiles.P_27P,10000
weapons.bombs.OH58D_Green_Smoke_Grenade,10000
weapons.bombs.SD_250_Stg,10000
