weapons.nurs.SNEB_TYPE253_F1B,100
weapons.missiles.P_24T,1000
weapons.missiles.AGM_154,100
weapons.nurs.HYDRA_70_M151_M433,100
weapons.bombs.British_GP_250LB_Bomb_Mk5,100
weapons.bombs.FAB-500M54,100
weapons.bombs.GBU_38,100
weapons.containers.F-15E_AXQ-14_DATALINK,100
weapons.bombs.BEER_BOMB,100
weapons.bombs.P-50T,100
weapons.nurs.C_8CM_GN,100
weapons.bombs.FAB-500SL,100
weapons.bombs.KAB_1500Kr,100
weapons.bombs.British_MC_250LB_Bomb_Mk1,100
weapons.droptanks.Spitfire_tank_1,100
weapons.missiles.AGM_65G,100
weapons.droptanks.C130J_Ext_Tank_R,100
weapons.missiles.AGM_65A,120
weapons.missiles.AGM_78B,100
weapons.nurs.HYDRA_70_M259,100
weapons.missiles.AGM_84E,100
weapons.bombs.AN_M30A1,100
weapons.nurs.C_25,100
weapons.containers.AV8BNA_ALQ164,100
weapons.missiles.P_60,1000
weapons.bombs.OH58D_Red_Smoke_Grenade,100
weapons.bombs.FAB_1500,100
weapons.droptanks.FuelTank_350L,100
0,2155
weapons.missiles.Kormoran,100
weapons.droptanks.HB_F14_EXT_DROPTANK_EMPTY,100
weapons.missiles.KD_63B,100
weapons.droptanks.FuelTank_150L,100
weapons.bombs.AGM_62,100
weapons.missiles.RB75T,100
weapons.missiles.Vikhr_M,54
weapons.nurs.FFAR M156 WP,100
weapons.nurs.British_HE_60LBSAPNo2_3INCHNo1,100
weapons.missiles.DWS39_MJ2,100
weapons.bombs.HEBOMBD,100
weapons.missiles.CATM_9M,1000
weapons.bombs.Mk_81,100
weapons.droptanks.Drop_Tank_300_Liter,100
weapons.bombs.Mk_83AIR,100
weapons.missiles.AGM_154A,120
weapons.bombs.Mk_84AIR_TP,100
weapons.bombs.GBU_31_V_3B,100
weapons.nurs.C_8CM_WH,100
weapons.missiles.Matra Super 530D,1000
weapons.nurs.ARF8M3TPSM,100
weapons.missiles.TGM_65H,100
weapons.bombs.Type_200A,100
weapons.nurs.M8rocket,100
weapons.bombs.GBU_27,100
weapons.missiles.AGR_20A,120
weapons.droptanks.M2KC_RPL_522_EMPTY,100
weapons.droptanks.M2KC_02_RPL541,100
weapons.droptanks.F4U-1D_Drop_Tank_Aux,100
weapons.missiles.AGM_84A,100
weapons.missiles.P_33E,1000
weapons.missiles.Ataka_9M120,100
weapons.bombs.MK76,100
weapons.bombs.AB_250_2_SD_2,100
weapons.missiles.Rb 05A,100
weapons.missiles.HB-AIM-7E-2,1000
weapons.containers.Spear,100
weapons.bombs.FAB_100SV,100
weapons.bombs.BetAB_500,100
weapons.droptanks.M2KC_02_RPL541_EMPTY,100
weapons.droptanks.PTB600_MIG15,100
weapons.missiles.Rb 24J,1000
weapons.nurs.C_8CM_BU,100
weapons.nurs.SNEB_TYPE259E_F1B,100
weapons.missiles.LS_6,100
weapons.nurs.WGr21,100
weapons.bombs.SAMP250HD,100
weapons.containers.alq-184long,100
weapons.droptanks.HB_F-4E_EXT_WingTank_R_EMPTY,100
weapons.containers.{EclairM_60},100
weapons.bombs.British_SAP_250LB_Bomb_Mk5,100
weapons.bombs.SAB_250_200,100
weapons.bombs.Mk_83CT,100
weapons.missiles.AIM-7P,1000
weapons.missiles.AT_6,100
weapons.containers.HB_ALE_40_0_120,100
weapons.nurs.SNEB_TYPE254_H1_GREEN,100
weapons.nurs.SNEB_TYPE250_F1B,100
weapons.containers.U22A,100
weapons.bombs.British_GP_250LB_Bomb_Mk1,100
weapons.bombs.CBU_105,100
weapons.droptanks.FW-190_Fuel-Tank,100
