L-39ZA,100
B-17G,100
MiG-19P,100
I-16,100
Su-17M4,100
Mirage-F1AD,100
F/A-18A,100
Su-24MR,100
F-4E-45MC,100
MiG-23MLD,100
F-15ESE,100
Su-30,100
QF-4E,100
Mirage-F1CR,100
AV8BNA,100
SA342Mistral,100
Mi-24V,100
F-15E,100
B-52H,100
F-117A,100
SH-60B,100
P-47D-30bl1,100
Tornado IDS,100
UH-1H,100
IL-78M,100
A-20G,100
MiG-25RBT,100
SH-3W,100
AH-64D_BLK_II,100
RQ-1A Predator,100
KC-135,100
MiG-25PD,100
F-14A-135-GR,100
C-101EB,100
F-15C,100
Tornado GR4,100
Mirage-F1BD,100
Mirage-F1M-EE,100
An-30M,100
OH58D,100
MQ-9 Reaper,100
F-5E-3_FC,100
Mirage-F1EQ,100
F-16A,100
A-10A,100
FW-190D9,100
Mirage-F1M-CE,100
Su-27,100
MiG-29 Fulcrum,100
C-17A,100
F-5E,100
Ka-27,100
KC135MPRS,100
F-4E,100
S-3B,100
H-6J,100
E-2C,100
UH-60A,100
Mirage-F1C,100
Mirage-F1CE,100
AH-1W,100
Tu-22M3,100
MiG-21Bis,100
MiG-29S,100
Su-33,100
Tu-95MS,100
MiG-15bis_FC,100
MB-339APAN,100
An-26B,100
Mirage-F1DDA,100
Mirage-F1BQ,100
MB-339A,100
F-14A-135-GR-Early,100
Mirage-F1BE,100
Mirage-F1B,100
Mirage-F1CT,100
Su-25,100
Mirage-F1CZ,100
KC130,100
F-16C_50,100
Tu-160,100
Mirage-F1EH,100
CH-47Fbl1,100
F-86F_FC,100
SA342L,100
A-10C_2,100
Falcon_Gyrocopter,100
CH-47D,100
SpitfireLFMkIXCW,100
P-47D-40,100
SA342M,100
MosquitoFBMkVI,100
Mirage-F1EDA,100
SA342Minigun,100
WingLoong-I,100
MiG-15bis,100
M-2000C,100
S-3B Tanker,100
Su-25T,100
JF-17,100
F-86F Sabre,100
Christen Eagle II,100
F4U-1D_CW,100
KJ-2000,100
AH-64D,100
F/A-18C,100
Yak-52,100
Mirage-F1C-200,100
FA-18C_hornet,100
AJS37,100
CH-53E,100
Mirage-F1CJ,100
FW-190A8,100
Mirage-F1CK,100
Mirage-F1ED,100
P-47D-30,100
MiG-27K,100
A-10C,100
Ka-50,100
Bf-109K-4,100
P-51D,100
Mirage-F1AZ,100
F4U-1D,100
Mirage-F1CH,100
F-16C bl.52d,100
TF-51D,100
F-14B,100
MiG-29A,100
Mirage-F1CG,100
C-130,100
F-5E-3,100
Mirage-F1JA,100
J-11A,100
AH-64A,100
F-14A,100
SpitfireLFMkIX,100
Mirage 2000-5,100
B-1B,100
Mi-24P,100
Hawk,100
C-47,100
C-130J-30,100
Ka-50_3,100
Mi-8MT,100
Yak-40,100
P-51D-30-NA,100
Tu-142,100
MiG-29G,100
Mirage-F1EE,100
L-39C,100
E-3A,100
Su-25TM,100
C-101CC,100
Su-24M,100
Mi-26,100
A-50,100
OH-58D,100
IL-76MD,100
Mi-28N,100
Su-34,100
MiG-31,100
Ju-88A4,100
