weapons.containers.APK-9,10000
weapons.bombs.GBU_12,184
weapons.containers.ASO-2,10000
weapons.containers.KINGAL,10000
weapons.missiles.AGM_65H,280
weapons.droptanks.HB_F-4E_EXT_WingTank_EMPTY,10000
weapons.containers.F-15E_AAQ-28_LITENING,10000
weapons.containers.ETHER,10000
weapons.missiles.AGR_20_M282,252
weapons.droptanks.800L Tank,10000
weapons.droptanks.F4U-1D_Drop_Tank_Mk5,10000
weapons.containers.TANGAZH,10000
weapons.bombs.GBU_38,116
weapons.missiles.X_25MP,2
weapons.containers.LANTIRN-F14-TARGET,10000
weapons.containers.SPS-141-100,10000
weapons.droptanks.fueltank450,10000
weapons.containers.LANTIRN,10000
weapons.containers.ANAWW_13,9998
weapons.droptanks.PTB-450,10000
weapons.containers.SPS-141,10000
weapons.nurs.C_13,530
weapons.bombs.CBU_87,140
weapons.containers.HB_F14_EXT_ECA,10000
weapons.containers.{MIG21_SMOKE_RED},10000
weapons.droptanks.Spitfire_tank_1,10000
weapons.containers.BARAX,10000
weapons.containers.{EclairM_33},10000
weapons.missiles.AGM_65A,80
weapons.containers.{F4U1D_SMOKE_WHITE},10000
weapons.droptanks.i16_eft,10000
weapons.containers.aaq-28LEFT litening,9999
weapons.droptanks.HB_F-4E_EXT_Center_Fuel_Tank_EMPTY,10000
weapons.containers.F-18-FLIR-POD,10000
weapons.containers.AN_ASQ_228,9989
weapons.nurs.HYDRA_70_M151,600
weapons.missiles.P_27P,2
weapons.containers.HB_ALE_40_30_0,10000
weapons.containers.HB_ORD_Pave_Spike_Fast,10000
weapons.containers.HB_F14_EXT_AN_APQ-167,10000
weapons.droptanks.HB_HIGH_PERFORMANCE_CENTERLINE_600_GAL,10000
weapons.containers.{ECM_POD_L_175V},10000
weapons.droptanks.F4U-1D_Drop_Tank_Mk6,10000
weapons.droptanks.HB_F-4E_EXT_Center_Fuel_Tank,10000
weapons.containers.F-15E_AAQ-13_LANTIRN,10000
weapons.bombs.GBU_54_V_1B,134
weapons.containers.PAVETACK,10000
weapons.containers.AN_AAQ_33,9996
weapons.containers.{M2KC_AAF},10000
weapons.bombs.GBU_10,140
weapons.droptanks.DFT_150_GAL_A4E,10000
weapons.missiles.AIM_9,28
weapons.droptanks.F-15E_Drop_Tank,10000
weapons.missiles.P_60,88
weapons.droptanks.M2KC_02_RPL541_EMPTY,10000
weapons.droptanks.LNS_VIG_XTANK,10000
weapons.containers.{US_M10_SMOKE_TANK_RED},10000
weapons.missiles.X_29T,80
weapons.containers.,10000
weapons.droptanks.FuelTank_350L,10000
0,343
weapons.droptanks.MB339_TT320_R,10000
weapons.containers.leftSeat,10000
weapons.missiles.AGM_154A,78
weapons.missiles.AGM_88,30
weapons.droptanks.M2KC_RPL_522,10000
weapons.droptanks.HB_F14_EXT_DROPTANK_EMPTY,10000
weapons.droptanks.MB339_TT500_R,10000
weapons.droptanks.MB339_TT500_L,10000
weapons.missiles.AIM_120,244
weapons.bombs.GBU_31,140
weapons.droptanks.MB339_FT330,10000
weapons.droptanks.oiltank,10000
weapons.bombs.AGM_62,140
weapons.containers.U22,10000
weapons.containers.MB339_TravelPod,10000
weapons.containers.F-15E_AXQ-14_DATALINK,10000
weapons.droptanks.PTB_580G_F1,10000
weapons.containers.ah-64d_radar,10085
weapons.containers.pl5eii,10000
weapons.missiles.AGM_114K,553
weapons.bombs.Mk_83,140
weapons.containers.F-15E_AAQ-33_XR_ATP-SE,10000
weapons.droptanks.PTB_1200_F1,10000
weapons.containers.KBpod,10000
KC130J,100
UH-60L,100
weapons.missiles.AGM_122,80
weapons.droptanks.Drop_Tank_300_Liter,10000
weapons.containers.sa342_dipole_antenna,10000
weapons.missiles.OH58D_FIM_92,48
weapons.droptanks.M2KC_08_RPL541,10000
weapons.droptanks.fueltank200,10000
weapons.droptanks.fuel_tank_230,10000
weapons.containers.HB_F14_EXT_TARPS,10000
weapons.containers.16c_hts_pod,9987
weapons.containers.MATRA-PHIMAT,10000
weapons.droptanks.Mosquito_Drop_Tank_100gal,10000
weapons.nurs.C_8OFP2,680
weapons.containers.{M2KC_AGF},10000
weapons.containers.F-18-LDT-POD,10000
weapons.missiles.AIM-AIM_7F,40
weapons.containers.AAQ-28_LITENING,9984
weapons.containers.{SMOKE_WHITE},10000
weapons.droptanks.droptank_110_gal,10000
weapons.droptanks.Mosquito_Drop_Tank_50gal,10000
weapons.bombs.GBU_31_V_3B,140
weapons.containers.ALQ-184,9997
weapons.containers.FAS,10000
