weapons.nurs.SNEB_TYPE253_F1B,10000
weapons.missiles.P_24T,200
weapons.missiles.AGM_154,200
weapons.nurs.HYDRA_70_M151_M433,10000
weapons.bombs.British_GP_250LB_Bomb_Mk5,200
weapons.bombs.FAB-500M54,200
weapons.bombs.GBU_38,200
weapons.containers.F-15E_AXQ-14_DATALINK,10000
weapons.bombs.BEER_BOMB,200
weapons.bombs.P-50T,200
weapons.nurs.C_8CM_GN,10000
weapons.bombs.FAB-500SL,200
weapons.bombs.KAB_1500Kr,200
weapons.bombs.British_MC_250LB_Bomb_Mk1,200
weapons.droptanks.Spitfire_tank_1,10000
weapons.missiles.AGM_65G,200
weapons.missiles.AGM_65A,200
weapons.missiles.AGM_78B,200
weapons.nurs.HYDRA_70_M259,10000
weapons.missiles.AGM_84E,200
weapons.bombs.AN_M30A1,200
weapons.nurs.C_25,10000
weapons.containers.AV8BNA_ALQ164,10000
weapons.missiles.P_60,1622
weapons.bombs.OH58D_Red_Smoke_Grenade,200
weapons.bombs.FAB_1500,200
1,100000
0,100000
3,100000
2,100000
weapons.missiles.Kormoran,200
weapons.droptanks.HB_F14_EXT_DROPTANK_EMPTY,10000
weapons.missiles.KD_63B,200
weapons.droptanks.FuelTank_150L,10000
weapons.missiles.Rb 15F (for A.I.),200
weapons.missiles.CATM_65K,200
weapons.missiles.Vikhr_M,5528
weapons.nurs.FFAR M156 WP,10000
weapons.nurs.British_HE_60LBSAPNo2_3INCHNo1,10000
weapons.missiles.DWS39_MJ2,200
weapons.bombs.HEBOMBD,200
weapons.missiles.CATM_9M,200
weapons.nurs.HYDRA_70_MK1,10000
weapons.droptanks.Drop_Tank_300_Liter,10000
weapons.missiles.AGM_154A,200
weapons.bombs.Mk_84AIR_TP,200
weapons.bombs.GBU_31_V_3B,200
weapons.nurs.C_8CM_WH,10000
weapons.missiles.Matra Super 530D,200
weapons.nurs.ARF8M3TPSM,10000
weapons.missiles.TGM_65H,200
weapons.bombs.Type_200A,200
weapons.nurs.M8rocket,10000
weapons.bombs.GBU_27,200
weapons.missiles.AGR_20A,774
weapons.droptanks.M2KC_RPL_522_EMPTY,10000
weapons.droptanks.M2KC_02_RPL541,10000
weapons.droptanks.F4U-1D_Drop_Tank_Aux,10000
weapons.missiles.AGM_84A,200
weapons.missiles.P_33E,200
weapons.missiles.Ataka_9M120,17800
weapons.bombs.MK76,200
weapons.bombs.AB_250_2_SD_2,200
weapons.missiles.Rb 05A,200
weapons.missiles.HB-AIM-7E-2,200
weapons.containers.Spear,10000
weapons.containers.dlpod_akg,10000
weapons.bombs.BetAB_500,200
weapons.droptanks.M2KC_02_RPL541_EMPTY,10000
weapons.droptanks.PTB600_MIG15,10000
weapons.missiles.Rb 24J,200
weapons.nurs.C_8CM_BU,10000
weapons.nurs.SNEB_TYPE259E_F1B,10000
weapons.missiles.LS_6,200
weapons.nurs.WGr21,10000
weapons.bombs.SAMP250HD,200
weapons.containers.alq-184long,10000
weapons.droptanks.HB_F-4E_EXT_WingTank_R_EMPTY,10000
weapons.containers.{EclairM_60},10000
weapons.bombs.British_SAP_250LB_Bomb_Mk5,200
weapons.bombs.SAB_250_200,200
weapons.bombs.Mk_83CT,200
weapons.nurs.SNEB_TYPE254_F1B_YELLOW,10000
weapons.missiles.AT_6,200
weapons.containers.HB_ALE_40_0_120,10000
weapons.nurs.SNEB_TYPE254_H1_GREEN,10000
weapons.nurs.SNEB_TYPE250_F1B,10000
weapons.containers.U22A,10000
weapons.bombs.British_GP_250LB_Bomb_Mk1,200
weapons.bombs.CBU_105,200
weapons.droptanks.FW-190_Fuel-Tank,10000
weapons.missiles.X_58,200
weapons.containers.HB_ALE_40_0_0,10000
weapons.containers.Fantasm,10000
weapons.missiles.BK90_MJ1_MJ2,200
weapons.nurs.FFAR_Mk61,10000
weapons.missiles.TGM_65D,200
weapons.containers.BRD-4-250,200
weapons.bombs.HB_F4E_GBU15V1,200
weapons.bombs.SC_50,200
weapons.bombs.AN_M66,200
weapons.missiles.AIM-7MH,200
weapons.containers.HB_F14_EXT_AN_APQ-167,10000
weapons.containers.MB339_TravelPod,10000
weapons.bombs.GBU_12,100
weapons.bombs.SC_250_T3_J,200
weapons.bombs.RBK_250,200
weapons.missiles.X_35,200
weapons.bombs.AGM_62_I,200
weapons.bombs.MK106,200
weapons.containers.ETHER,10000
weapons.bombs.BETAB-500S,200
weapons.droptanks.F4U-1D_Drop_Tank_Mk5,10000
weapons.containers.TANGAZH,10000
weapons.bombs.British_MC_500LB_Bomb_Mk2,200
weapons.containers.ANAWW_13,10000
weapons.droptanks.droptank_108_gal,10000
weapons.bombs.CBU_87,200
weapons.missiles.GAR-8,200
weapons.containers.{EclairM_33},10000
weapons.bombs.BR_250,200
weapons.bombs.IAB-500,200
weapons.containers.F-18-FLIR-POD,10000
weapons.containers.AN_ASQ_228,10000
weapons.missiles.P_27P,200
weapons.bombs.OH58D_Green_Smoke_Grenade,200
weapons.bombs.SD_250_Stg,200
weapons.droptanks.F4U-1D_Drop_Tank_Mk6,10000
weapons.missiles.R_530F_IR,200
weapons.bombs.British_SAP_500LB_Bomb_Mk5,200
weapons.containers.AN_AAQ_33,10000
weapons.containers.{M2KC_AAF},10000
weapons.bombs.CBU_103,200
weapons.containers.{US_M10_SMOKE_TANK_RED},10000
weapons.missiles.X_29T,200
weapons.bombs.BDU_45B,200
weapons.bombs.GBU_15_V_31_B,200
weapons.nurs.HYDRA_70_MK61,10000
weapons.missiles.PL-5EII,200
weapons.bombs.SC_250_T1_L2,200
weapons.torpedoes.mk46torp_name,100
weapons.containers.F-15E_AAQ-33_XR_ATP-SE,10000
weapons.missiles.AIM_7,200
weapons.missiles.AGM_122,200
weapons.bombs.HEBOMB,200
weapons.bombs.CBU_97,200
weapons.nurs.Zuni_127,10000
weapons.containers.{M2KC_AGF},10000
weapons.nurs.Rkt_90-1_HE,10000
weapons.containers.{SMOKE_WHITE},10000
weapons.droptanks.droptank_110_gal,10000
weapons.nurs.HYDRA_70_WTU1B,10000
weapons.containers.SPRD-99,100
weapons.bombs.GBU_28,200
weapons.missiles.AIM-9E,200
weapons.droptanks.HB_F14_EXT_DROPTANK,10000
weapons.nurs.HVAR USN Mk28 Mod4,10000
weapons.missiles.Super_530F,200
weapons.missiles.Ataka_9M220,200
weapons.bombs.BDU_33,200
weapons.bombs.British_GP_250LB_Bomb_Mk4,200
weapons.missiles.TOW,200
weapons.missiles.C_701T,200
weapons.missiles.X_25MR,200
weapons.droptanks.PTB-490C-MIG21,10000
weapons.nurs.SNEB_TYPE254_F1B_GREEN,10000
weapons.missiles.R_550,200
weapons.bombs.KAB_1500LG,200
weapons.missiles.AGM_84D,200
weapons.missiles.YJ-83K,200
weapons.missiles.AIM_54C_Mk47,200
weapons.missiles.BRM-1_90MM,200
weapons.missiles.Ataka_9M120F,200
weapons.droptanks.1100L Tank,10000
weapons.bombs.BAP_100,200
weapons.adapters.lau-88,10000
weapons.missiles.P_40T,200
weapons.missiles.GB-6,200
weapons.bombs.FAB-250M54TU,200
weapons.missiles.DWS39_MJ1,200
weapons.missiles.CM-802AKG,200
weapons.bombs.FAB_250,200
weapons.missiles.CM-400AKG,200
weapons.missiles.C_802AK,200
weapons.bombs.OH58D_Yellow_Smoke_Grenade,200
weapons.bombs.SD_500_A,200
weapons.bombs.GBU_32_V_2B,200
weapons.missiles.KD_63,200
weapons.missiles.ADM_141B,200
weapons.bombs.ROCKEYE,200
weapons.missiles.BK90_MJ1,200
weapons.nurs.SNEB_TYPE251_H1,10000
weapons.containers.wmd7,10000
weapons.missiles.AIM-7E-2,200
weapons.nurs.HVAR,10000
weapons.droptanks.PTB-800-MIG21,10000
weapons.missiles.AGM_114,2285
weapons.containers.HB_ORD_Pave_Spike_Fast,10000
weapons.bombs.British_GP_500LB_Bomb_Mk1,200
weapons.bombs.M_117,200
weapons.missiles.AGM_65D,200
weapons.droptanks.MB339_TT320_L,10000
weapons.missiles.AGM_86,200
weapons.missiles.SPIKE_ER2,200
weapons.bombs.BDU_45LGB,200
weapons.containers.KINGAL,10000
weapons.missiles.AGM_65H,200
weapons.nurs.RS-82,10000
weapons.nurs.SNEB_TYPE252_F1B,10000
weapons.bombs.BL_755,200
weapons.containers.F-15E_AAQ-28_LITENING,10000
weapons.nurs.SNEB_TYPE256_F1B,10000
weapons.missiles.AGM_84H,200
weapons.missiles.AIM_54,200
weapons.missiles.X_31A,200
weapons.bombs.KAB_500Kr,200
weapons.containers.SPS-141-100,10000
weapons.missiles.BK90_MJ2,200
weapons.missiles.X_59M,200
weapons.bombs.CBU_52B,200
weapons.droptanks.PTB-450,10000
weapons.containers.SPS-141,10000
weapons.missiles.AIM-9JULI,200
weapons.droptanks.MB339_TT500_R,10000
weapons.nurs.C_8CM,10000
weapons.containers.BARAX,10000
weapons.missiles.P_40R,200
weapons.missiles.YJ-12,200
weapons.missiles.CM_802AKG,200
weapons.nurs.SNEB_TYPE254_H1_YELLOW,10000
weapons.bombs.Durandal,200
weapons.droptanks.i16_eft,10000
weapons.bombs.OFAB-100-120TU,200
weapons.bombs.BLU-3B_GROUP,200
weapons.containers.HB_ALE_40_30_0,10000
weapons.nurs.C_8CM_VT,10000
weapons.droptanks.HB_HIGH_PERFORMANCE_CENTERLINE_600_GAL,10000
weapons.missiles.PL-12,200
weapons.missiles.R-3R,200
weapons.bombs.GBU_54_V_1B,200
weapons.droptanks.MB339_TT320_R,10000
weapons.bombs.RN-24,200
weapons.bombs.GBU_10,100
weapons.containers.,10000
weapons.nurs.SNEB_TYPE251_F1B,10000
weapons.missiles.X_41,200
weapons.containers.{MIG21_SMOKE_WHITE},10000
weapons.bombs.MK_82AIR,200
weapons.missiles.R_530F_EM,200
weapons.bombs.SAMP400LD,200
weapons.bombs.FAB_50,200
weapons.bombs.AB_250_2_SD_10A,200
weapons.missiles.ADM_141A,200
weapons.missiles.AGM_65B,200
weapons.bombs.British_GP_500LB_Bomb_Mk4,200
weapons.missiles.AGM_65E,200
weapons.containers.sa342_dipole_antenna,10000
weapons.bombs.OFAB-100 Jupiter,200
weapons.nurs.SNEB_TYPE257_F1B,10000
weapons.missiles.Rb 04E (for A.I.),200
weapons.containers.MB339_SMOKE-POD,10000
weapons.missiles.P_27T,200
weapons.droptanks.LNS_VIG_XTANK,10000
weapons.containers.ALQ-184,10000
weapons.missiles.R-55,200
weapons.torpedoes.YU-6,100
weapons.bombs.British_MC_250LB_Bomb_Mk2,200
weapons.droptanks.PTB_120_F86F35,10000
weapons.missiles.PL-8B,200
weapons.missiles.AGM_45B,200
weapons.droptanks.F-15E_Drop_Tank_Empty,10000
weapons.nurs.British_HE_60LBFNo1_3INCHNo1,10000
weapons.missiles.P_77,200
weapons.containers.{US_M10_SMOKE_TANK_GREEN},10000
weapons.bombs.BLU-3_GROUP,200
weapons.missiles.R-3S,200
weapons.nurs.SNEB_TYPE253_H1,10000
weapons.missiles.PL-8A,200
weapons.nurs.ARAKM70BAPPX,10000
weapons.missiles.AGM_65L,200
weapons.missiles.X_28,200
weapons.missiles.KD_20,200
weapons.missiles.TGM_65G,200
weapons.nurs.SNEB_TYPE257_H1,10000
weapons.missiles.RB75B,200
weapons.missiles.X_25ML,200
weapons.droptanks.FPU_8A,10000
weapons.bombs.BLG66,200
weapons.missiles.Rb_04,200
weapons.missiles.AGM_12B,200
weapons.containers.{EclairM_06},10000
weapons.bombs.RBK_500AO,200
weapons.missiles.AIM-9P,200
weapons.bombs.British_GP_500LB_Bomb_Mk4_Short,200
weapons.containers.MB339_Vinten,10000
weapons.missiles.Rb 15F,200
weapons.nurs.ARAKM70BHE,10000
weapons.missiles.X_29L,200
weapons.containers.{F14-LANTIRN-TP},10000
weapons.bombs.FAB-250-M62,200
weapons.missiles.AIM_120C,100
weapons.bombs.SAMP250LD,200
weapons.nurs.S_5KP,10000
weapons.bombs.FAB-500M54TU,200
weapons.bombs.GBU_31_V_4B,200
weapons.droptanks.PTB400_MIG15,10000
weapons.missiles.HB-AIM-7E,200
weapons.missiles.AIM-9L,200
weapons.containers.ALQ-131,10000
weapons.missiles.AIM_9X,200
weapons.nurs.C_8,10000
weapons.bombs.GBU_8_B,200
weapons.missiles.P_27TE,200
weapons.bombs.ODAB-500PM,200
weapons.bombs.BAP-100,200
weapons.bombs.British_MC_500LB_Bomb_Mk1_Short,200
weapons.containers.SHPIL,10000
weapons.torpedoes.Mark_46,100
weapons.missiles.AGM_45A,200
weapons.containers.{US_M10_SMOKE_TANK_ORANGE},10000
weapons.bombs.SAB_100MN,200
